ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg
kᶣ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,-,+,-,0,-,0,0
qᶣ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,-,+,-,0,-,0,0
ɡᶣ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,-,+,-,0,-,0,0
ɟᶣ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,-,+,-,0,-,0,0
ɢᶣ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,-,+,-,0,-,0,0
ᵊk,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
k̚,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
k̠,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
k,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ̥̚,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
k̥̚,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ̠̊,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
k̠̊,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
cˠ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
qˠ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ̥,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
k̥,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ̊,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
k̊,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
k̟,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
c̥ˠ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ̥ˠ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
k̥ˠ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
q̥ˠ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɟ̥ˠ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɢ̥ˠ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ᵊɡ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ̚,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ̠,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɟˠ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɢˠ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
k̬,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ̟,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ̥ː,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
k̥ː,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
kː,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
k̟ː,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
kˑ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
cːˠ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
kːˠ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
qːˠ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ɡː,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ɡ̟ː,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ɡˑ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ɡːˠ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ɟːˠ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ɢːˠ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
cʲʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
kʲʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
qʲʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
c̠ʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
k̠ʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
q̠ʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
cʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
kʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
qʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
cʷˠ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
kʷˠ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
qʷˠ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
c̥ʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɡ̥ʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
k̥ʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
q̥ʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɟ̥ʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɢ̥ʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɡʲʷ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɟʲʷ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɢʲʷ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɡ̠ʷ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɟ̠ʷ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɢ̠ʷ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɡʷ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɟʷ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɢʷ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɡʷˠ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɟʷˠ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
ɢʷˠ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0
cʷː,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
kʷː,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
qʷː,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
cːʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
kːʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
qːʷ,-,-,+,-,-,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
ɡʷː,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
ɟʷː,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
ɢʷː,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
ɡːʷ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
ɟːʷ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
ɢːʷ,-,-,+,-,-,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0
ǂ̺,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,0,-,+,0,-,0,0
ʈʲ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,0,-,0,0
ɖ̥ʲ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,0,-,0,0
ʈ̥ʲ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,0,-,0,0
ɖʲ,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,-,-,0,-,0,0
ʈʲː,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,0,+,0,0
ʈːʲ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,0,+,0,0
ɖʲː,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,-,-,0,+,0,0
ɖːʲ,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,-,-,0,+,0,0
ʈᶣ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,0,-,0,0
ɖᶣ,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,+,-,0,-,0,0
ʈˠ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,-,0,0
ɖ̥ˠ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,-,0,0
ʈ̥ˠ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,-,0,0
ɖˠ,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,-,-,0,-,0,0
ʈːˠ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,0,+,0,0
ɖːˠ,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,-,-,0,+,0,0
ʈʲʷ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,0,-,0,0
ʈ̠ʷ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,0,-,0,0
ʈʷ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,0,-,0,0
ʈʷˠ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,0,-,0,0
ɖ̥ʷ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,0,-,0,0
ʈ̥ʷ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,0,-,0,0
ɖʲʷ,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,+,-,0,-,0,0
ɖ̠ʷ,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,+,-,0,-,0,0
ɖʷ,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,+,-,0,-,0,0
ɖʷˠ,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,+,-,0,-,0,0
ʈʷː,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,0,+,0,0
ʈːʷ,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,0,+,0,0
ɖʷː,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,+,-,0,+,0,0
ɖːʷ,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,+,-,0,+,0,0
ᵊǂ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,0,-,+,0,-,0,0
ǂ̚,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,0,-,+,0,-,0,0
ǂ̠,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,0,-,+,0,-,0,0
ǂ̥̚,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,0,-,+,0,-,0,0
ǂ̠̊,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,0,-,+,0,-,0,0
ǂ̥,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,0,-,+,0,-,0,0
ǂ̻,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,0,-,+,0,-,0,0
ǂ̊,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,0,-,+,0,-,0,0
ǂ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,0,-,+,0,-,0,0
ǂ̟,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,0,-,+,0,-,0,0
ǂ̬,-,-,+,-,-,-,-,-,+,-,-,-,+,+,-,+,-,0,-,+,0,-,0,0
ǂ̥ː,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,0,-,+,0,+,0,0
ǂː,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,0,-,+,0,+,0,0
ǂ̟ː,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,0,-,+,0,+,0,0
ǂˑ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,0,-,+,0,+,0,0
ǂʲ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,-,-,+,0,-,0,0
ǂ̥ʲ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,-,-,+,0,-,0,0
ǂʲː,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,-,-,+,0,+,0,0
ǂːʲ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,-,-,+,0,+,0,0
ǂᶣ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,-,+,+,0,-,0,0
ǂˠ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,+,-,+,0,-,0,0
ǂ̥ˠ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,+,-,+,0,-,0,0
ǂːˠ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,+,-,+,0,+,0,0
ǂʲʷ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,+,+,+,0,-,0,0
ǂ̠ʷ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,+,+,+,0,-,0,0
ǂʷ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,+,+,+,0,-,0,0
ǂʷˠ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,+,+,+,0,-,0,0
ǂ̥ʷ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,+,+,+,0,-,0,0
ǂʷː,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,+,+,+,0,+,0,0
ǂːʷ,-,-,+,-,-,-,-,-,-,-,-,-,+,+,-,+,-,+,+,+,0,+,0,0
ᵊǃ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,0,-,+,0,-,0,0
ǃ̚,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,0,-,+,0,-,0,0
ǃ̠,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,0,-,+,0,-,0,0
ǃ̥̚,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,0,-,+,0,-,0,0
ǃ̠̊,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,0,-,+,0,-,0,0
ǃ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,0,-,+,0,-,0,0
ǃ̥,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,0,-,+,0,-,0,0
ǀ̺,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,0,-,+,0,-,0,0
ǃ̺,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,0,-,+,0,-,0,0
ǃ̊,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,0,-,+,0,-,0,0
ǃ̟,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,0,-,+,0,-,0,0
ǃ̬,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,0,-,+,0,-,0,0
ǃ̥ː,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,0,-,+,0,+,0,0
ǃː,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,0,-,+,0,+,0,0
ǃ̟ː,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,0,-,+,0,+,0,0
ǃˑ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,0,-,+,0,+,0,0
ǃʲ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,-,0,0
tʲ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,0,-,0,0
ǃ̥ʲ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,-,0,0
d̥ʲ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,0,-,0,0
t̥ʲ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,0,-,0,0
dʲ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-,-,0,-,0,0
ǃʲː,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,+,0,0
tʲː,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,0,+,0,0
ǃːʲ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,+,0,0
tːʲ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,0,+,0,0
dʲː,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-,-,0,+,0,0
dːʲ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-,-,0,+,0,0
ǃᶣ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,+,+,0,-,0,0
tᶣ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,+,-,0,-,0,0
dᶣ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,-,+,-,0,-,0,0
ǃˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+,0,-,0,0
tˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,-,0,-,0,0
ǃ̥ˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+,0,-,0,0
d̥ˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,-,0,-,0,0
t̥ˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,-,0,-,0,0
dˠ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,-,-,0,-,0,0
ǃːˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+,0,+,0,0
tːˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,-,0,+,0,0
dːˠ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,-,-,0,+,0,0
ǃʲʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,+,+,0,-,0,0
tʲʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
ǃ̠ʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,+,+,0,-,0,0
t̠ʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
ǃʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,+,+,0,-,0,0
tʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
ǃʷˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,+,+,0,-,0,0
ǃ̥ʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,+,+,0,-,0,0
d̥ʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
t̥ʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
tʷˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
dʲʷ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
d̠ʷ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
dʷ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
dʷˠ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,+,-,0,-,0,0
ǃʷː,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,+,+,0,+,0,0
tʷː,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,+,-,0,+,0,0
ǃːʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,+,+,0,+,0,0
tːʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,+,-,0,+,0,0
dʷː,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,+,-,0,+,0,0
dːʷ,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,+,-,0,+,0,0
ᵊǀ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,-,0,0
ǀ̚,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,-,0,0
ǀ̠,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,-,0,0
ǀ̪̊,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,-,0,0
ǃ̪̊,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,-,0,0
ǀ̥̚,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,-,0,0
ǀ̠̊,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,-,0,0
ǀ̪,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,-,0,0
ǃ̪,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,-,0,0
ǀ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,-,0,0
ǀ̥,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,-,0,0
ǀ̻,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,-,0,0
ǃ̻,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,-,0,0
ǀ̊,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,-,0,0
ǀ̟,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,-,0,0
ǀ̬,-,-,+,-,-,-,-,-,+,-,-,+,+,+,-,+,-,0,-,+,0,-,0,0
ǀ̥ː,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,+,0,0
ǀː,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,+,0,0
ǀ̟ː,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,+,0,0
ǀˑ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,0,-,+,0,+,0,0
ǀʲ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,0,-,0,0
ǀ̥ʲ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,0,-,0,0
ǀʲː,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,0,+,0,0
ǀːʲ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,0,+,0,0
ǀᶣ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,+,+,0,-,0,0
ǀˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,+,-,+,0,-,0,0
ǀ̥ˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,+,-,+,0,-,0,0
ǀːˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,+,-,+,0,+,0,0
ǀʲʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,+,+,+,0,-,0,0
ǀ̠ʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,+,+,+,0,-,0,0
ǀʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,+,+,+,0,-,0,0
ǀʷˠ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,+,+,+,0,-,0,0
ǀ̥ʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,+,+,+,0,-,0,0
ǀʷː,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,+,+,+,0,+,0,0
ǀːʷ,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,+,-,+,+,+,0,+,0,0
ᵊʘ,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,0,-,+,0,-,0,0
ᵊk͡p,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,0,-,-,0,-,0,0
ʘ̚,-,-,+,-,-,-,-,-,-,-,-,0,-,0,+,+,-,0,-,+,0,-,0,0
